Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Deputies do not have a positive ID.,7,1.00,1.00,89.63,99.00,7.00,28.57,85.71,71.43,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,42.86,0.00,0.00,14.29,42.86,14.29,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
So it is too early to say if it Abdul-Ghani Wahajj who would have celebrated his 4th birthday yesterday.,20,1.92,93.30,1.00,25.77,20.00,15.00,80.00,55.00,20.00,5.00,0.00,0.00,0.00,5.00,0.00,15.00,0.00,5.00,15.00,10.00,10.00,0.00,20.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,5.00,10.00,0.00,0.00,10.00,5.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,5.00,15.00,0.00,15.00,0.00,0.00,15.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
"https://t.co/e1RQbzDY8y — Ashley Homrich (@AshleyNewsATL) August 7, 2018",11,93.26,50.00,2.40,25.77,11.00,27.27,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,63.64,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,27.27
"Well, all of this should make Americans feel just comfy, right?",11,32.58,50.00,2.40,99.00,11.00,9.09,81.82,45.45,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,9.09,18.18,0.00,0.00,27.27,0.00,0.00,0.00,0.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.36,9.09,9.09,9.09,0.00,9.09,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,27.27,0.00,18.18,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00
"I mean, after all, Barack Hussein Obama Soetoro Sobarkah is out of office so these things aren't really going on in America, right?",23,60.05,4.11,99.00,25.77,23.00,17.39,73.91,52.17,13.04,4.35,4.35,0.00,0.00,0.00,0.00,8.70,0.00,21.74,8.70,8.70,4.35,4.35,17.39,8.70,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,4.35,0.00,0.00,0.00,4.35,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,4.35,26.09,4.35,17.39,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74,0.00,13.04,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00
"Here's the thing, while this is making major news, you should be reminded that for decades, at least 22 verified Islamic jihadi camps have existed on American soil under the watchful, or maybe not so watchful, eye of the FBI, including one in the very country I reside in within eyeshot of a nuclear power plant.",56,89.26,36.03,41.07,25.77,56.00,21.43,78.57,55.36,8.93,3.57,1.79,0.00,1.79,0.00,0.00,5.36,8.93,17.86,7.14,7.14,5.36,1.79,14.29,7.14,1.79,0.00,3.57,1.79,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,8.93,0.00,1.79,1.79,3.57,0.00,3.57,7.14,7.14,0.00,0.00,3.57,3.57,0.00,0.00,0.00,3.57,0.00,0.00,3.57,0.00,0.00,0.00,7.14,0.00,16.07,0.00,12.50,3.57,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,1.79,10.71,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.00,0.00
"Political correctness needs to be thrown out the window when dealing with those who take the Quran's teachings seriously and actually are devout, not radical, followers of Muhammad.",28,68.29,36.03,13.15,1.00,28.00,32.14,89.29,53.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,14.29,7.14,10.71,7.14,3.57,17.86,3.57,0.00,7.14,0.00,0.00,3.57,0.00,3.57,0.00,0.00,0.00,7.14,0.00,3.57,0.00,0.00,14.29,0.00,0.00,3.57,0.00,3.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,10.71,3.57,0.00,3.57,14.29,0.00,10.71,3.57,3.57,3.57,7.14,0.00,3.57,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,3.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00
Grandfather & NY Imam Confirms Remains At New Mexico Compound Were Missing Boy,12,93.26,95.20,23.51,1.00,12.00,41.67,58.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,8.33,16.67,8.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,16.67,0.00,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33
"",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"A New York mosque imam claims that after speaking with family members, the remains found earlier this week a New Mexico compound where children were being held by Muslims and trained to engage in mass school shootings, are those of his grandson.",42,93.26,95.20,37.24,70.57,42.00,23.81,83.33,42.86,9.52,2.38,0.00,0.00,0.00,2.38,0.00,7.14,7.14,14.29,7.14,2.38,2.38,0.00,14.29,9.52,4.76,2.38,0.00,0.00,2.38,2.38,0.00,0.00,0.00,0.00,16.67,4.76,0.00,0.00,4.76,2.38,2.38,0.00,0.00,0.00,0.00,0.00,2.38,0.00,2.38,0.00,0.00,0.00,0.00,0.00,0.00,7.14,4.76,0.00,2.38,0.00,0.00,9.52,2.38,0.00,19.05,0.00,7.14,11.90,2.38,2.38,2.38,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,2.38,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Abdul-ghani Wahhaj, would have turned 4 Monday.",8,38.60,50.00,7.84,25.77,8.00,0.00,50.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,37.50,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,25.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,12.50,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00
"According to prosecutors, he was kidnapped from his mother in December in Jonesboro, Georgia.",14,97.73,98.33,1.06,25.77,14.00,42.86,64.29,50.00,14.29,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,28.57,7.14,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,7.14,0.00,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,21.43,0.00,14.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Remains found at the New Mexico compound this week were believed to be the boy's since his father was arrested at the compound.,23,98.23,90.38,80.16,25.77,23.00,21.74,78.26,52.17,8.70,4.35,0.00,0.00,0.00,4.35,0.00,4.35,13.04,17.39,13.04,0.00,0.00,0.00,21.74,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,4.35,0.00,0.00,13.04,13.04,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,4.35,0.00,21.74,0.00,8.70,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00
"While New Mexico authorities have said they had yet to identify the remains, Siraj Wahhaj, the boy's grandfather claims they are those of Wahhaj.",24,62.04,98.11,23.51,25.77,24.00,16.67,75.00,50.00,12.50,8.33,0.00,0.00,0.00,0.00,8.33,4.17,8.33,8.33,12.50,4.17,4.17,0.00,16.67,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.83,4.17,0.00,0.00,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,4.17,0.00,0.00,8.33,8.33,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00
take our poll - story continues below,6,93.26,99.00,98.01,25.77,6.00,16.67,83.33,33.33,16.67,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,16.67,0.00,16.67,16.67,0.00,0.00,33.33,0.00,33.33,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00
Will Brett Kavanaugh be confirmed to the Supreme Court?,9,93.26,50.00,1.00,99.00,9.00,33.33,55.56,44.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,22.22,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Will Brett Kavanaugh be confirmed to the Supreme Court?,9,93.26,50.00,1.00,99.00,9.00,33.33,55.56,44.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,22.22,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Will Brett Kavanaugh be confirmed to the Supreme Court?,9,93.26,50.00,1.00,99.00,9.00,33.33,55.56,44.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,22.22,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
"* Yes, he will be confirmed.",5,1.00,97.69,1.00,25.77,5.00,20.00,80.00,60.00,20.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,60.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
"No, he will not be confirmed.",6,1.00,1.00,1.00,25.77,6.00,16.67,83.33,83.33,16.67,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,33.33,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Email *,1,93.26,99.00,1.00,25.77,1.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Email This field is for validation purposes and should be left unchanged.,12,18.82,79.76,1.00,25.77,12.00,25.00,75.00,50.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,25.00,0.00,8.33,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,16.67,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,8.33,16.67,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Completing this poll grants you access to Freedom Outpost updates free of charge.,13,93.26,93.79,1.40,99.00,13.00,30.77,61.54,30.77,15.38,7.69,0.00,0.00,7.69,0.00,0.00,7.69,0.00,15.38,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,15.38,15.38,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
You may opt out at anytime.,6,93.26,99.00,99.00,25.77,6.00,16.67,83.33,66.67,16.67,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,33.33,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,50.00,0.00,33.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
You also agree to this site's Privacy Policy and Terms of Use.,12,38.60,95.20,1.00,99.00,12.00,8.33,75.00,50.00,16.67,8.33,0.00,0.00,8.33,0.00,0.00,8.33,0.00,16.67,0.00,8.33,16.67,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00
Fox News reports:,3,93.26,50.00,1.00,25.77,3.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"The missing boy's grandfather, Siraj Wahhaj, a Muslim cleric who leads a well-known New York City mosque, told reporters he had learned from other family members that the remains were his grandson's.",32,85.32,99.00,2.67,1.42,32.00,25.00,84.38,37.50,15.62,6.25,0.00,0.00,0.00,6.25,0.00,9.38,12.50,3.12,6.25,0.00,0.00,0.00,15.62,6.25,0.00,3.12,0.00,0.00,3.12,0.00,3.12,0.00,0.00,3.12,28.12,9.38,0.00,0.00,15.62,9.38,3.12,3.12,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,6.25,3.12,6.25,0.00,0.00,12.50,0.00,0.00,9.38,3.12,3.12,3.12,9.38,3.12,3.12,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.88,3.12,9.38,0.00,0.00,0.00,0.00,3.12,0.00,6.25,0.00,0.00
The imam said he did not know the cause of death.,11,93.26,50.00,2.40,25.77,11.00,0.00,100.00,54.55,9.09,9.09,0.00,0.00,0.00,9.09,0.00,0.00,18.18,9.09,9.09,0.00,0.00,9.09,27.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,9.09,27.27,9.09,9.09,0.00,0.00,0.00,9.09,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"""Whoever is responsible, then that person should be held accountable,"" Wahhaj said.",12,1.92,99.00,1.00,25.77,12.00,25.00,91.67,50.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,25.00,0.00,8.33,0.00,41.67,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,8.33,8.33,0.00,0.00,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.67,8.33,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00
"A Georgia arrest warrant accused the boy's father, Siraj Ibn Wahhaj, the imam's son, of kidnapping the child.",18,99.00,98.62,1.00,25.77,18.00,22.22,55.56,27.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,11.11,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,5.56,16.67,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00
"Authorities said the father at some point told his wife he wanted to perform an exorcism on the boy, who cannot walk, suffers seizures and requires constant attention because of a lack of oxygen and blood flow at birth.",39,96.86,93.79,17.46,2.70,39.00,23.08,94.87,43.59,7.69,5.13,0.00,0.00,0.00,5.13,0.00,2.56,10.26,15.38,2.56,0.00,7.69,2.56,17.95,0.00,0.00,2.56,0.00,2.56,2.56,0.00,2.56,0.00,0.00,2.56,20.51,5.13,0.00,2.56,10.26,15.38,2.56,2.56,5.13,2.56,0.00,2.56,2.56,0.00,2.56,0.00,5.13,2.56,2.56,0.00,0.00,7.69,2.56,2.56,2.56,0.00,2.56,7.69,12.82,0.00,20.51,5.13,10.26,5.13,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,2.56,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"The imam said he was unaware of the training of the children for school shootings, but his mosque has been known to attract Islamic jihadis over the years.",28,98.76,85.81,4.35,87.20,28.00,25.00,92.86,53.57,7.14,7.14,0.00,0.00,0.00,7.14,0.00,0.00,14.29,17.86,10.71,0.00,3.57,0.00,21.43,0.00,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,7.14,10.71,7.14,0.00,0.00,0.00,0.00,3.57,3.57,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,7.14,0.00,0.00,14.29,7.14,0.00,7.14,0.00,3.57,3.57,3.57,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"""It sounds to me it sounds crazy.",7,29.30,7.67,13.15,1.00,7.00,0.00,100.00,57.14,42.86,14.29,14.29,0.00,0.00,0.00,0.00,28.57,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00
